DEPTH	RHOZ	AT60	DPHZ	CALI	RXOZ	ATD2	IHV	RSOZ	CNTC	AT20	ATCO90	GR	FCD	SMNO	HDRA	RVSRU	RXV	NPOR	AT10	AT30	AT90	ATD1	SP	RWA	BS	ICV	SMIN	RSP	DSOZ	PEFZ	RVDRU	RVV	RXRU	CFTC	NPHI	TNPH	
[m MD]	[Unknown]	[Ohm.m]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Ohm.m]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Ohm.m]	[Ohm.m]	[Ohm.m]	[Unknown]	[mV]	[Ohm.m]	[in]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	
1400,86	2,36066	2,13853	0,17536	8,66625	2,87189	8,67808	34,76427	0,0001	2697,089	2,19744	453,2045	73,47424	5,5	2,12524	-0,00231	4,09929	15,18047	0,33652	2,07936	2,17319	2,20651	8,67807	0,09395	0,16817	8,75	20,47018	2,4061	-78,1875	0,00999	2,55879	5,45933	7,02657	3,75029	1000,931	0,31105	0,34838	
1401,01	2,34869	1,79825	0,18262	8,68915	2,28352	8,67342	34,75847	0,0001	2582,254	1,86088	548,6464	78,19626	5,5	1,54164	-0,00176	3,32403	11,89111	0,39324	1,84024	1,81755	1,82267	8,67341	0,09395	0,15157	8,75	20,46671	1,74513	-78,1875	0,00999	2,60937	3,43186	5,17341	2,49137	900,2744	0,35983	0,38086	
1401,17	2,33717	1,63126	0,1896	8,66625	2,03381	8,66238	34,75264	0,0001	2466,151	1,69267	612,0286	83,18228	5,5	1,37602	-0,00268	2,34848	11,30428	0,41761	1,68794	1,65507	1,63391	8,66237	0,09395	0,14729	8,75	20,46322	1,55727	-78,1875	0,00999	2,63389	2,29154	5,17341	2,44247	795,0811	0,38678	0,42489	
1401,32	2,32575	1,64228	0,19651	8,64336	1,95576	8,6455	34,74684	0,0001	2358,126	1,72068	612,8812	94,92854	5,5	1,43764	-0,00511	2,49322	11,30428	0,48201	1,7232	1,68258	1,63164	8,64549	0,18323	0,15886	8,75	20,45976	1,62715	-78,09821	0,04698	2,66255	2,91247	5,42822	2,13893	723,2836	0,40337	0,45558	
1401,47	2,31414	1,67974	0,20355	8,62046	2,02814	8,63285	34,74107	0,0001	2354,388	1,77965	601,7977	106,2438	5,5	1,36662	-0,00781	3,37414	10,76377	0,46075	1,80867	1,73386	1,66169	8,63285	0,12073	0,17451	8,75	20,45632	1,54659	-78,16071	0,05134	2,75359	3,33683	5,15796	2,2747	730,5863	0,38398	0,44862	
1401,62	2,30937	1,80531	0,20644	8,62046	2,17934	8,63191	34,73533	0,0001	2332,944	1,91432	565,6371	107,7899	5,5	1,55267	-0,00969	2,01208	21,54299	0,43704	1,97249	1,8584	1,76792	8,63191	0,09395	0,19138	8,75	20,45292	1,75762	-78,1875	0,08108	2,88833	1,94944	8,26201	2,50405	764,9673	0,43009	0,41651	
1401,78	2,31677	1,91971	0,20196	8,64336	2,60062	8,68915	34,72959	0,0001	2406,069	2,08808	530,3783	100,3279	5,5	1,8114	-0,00988	2,86046	21,59703	0,42823	2,11107	2,03444	1,88545	8,68915	0,09395	0,19469	8,75	20,44952	2,05092	-78,1875	0,08669	2,98764	2,75034	11,312	2,97549	749,5295	0,41288	0,4457	
1401,93	2,32968	2,08464	0,19414	8,64336	2,78623	8,63135	34,72382	0,0001	2473,843	2,22463	493,684	89,66837	5,5	2,0553	-0,00933	3,26138	21,6202	0,44849	2,24775	2,15319	2,02559	8,63135	0,09395	0,19213	8,75	20,44608	2,32694	-78,1875	0,07972	2,99719	3,46816	10,97997	2,74205	786,5919	0,40608	0,4329	
1402,08	2,33672	2,07007	0,18987	8,62046	2,75472	8,62074	34,71806	0,0001	2515,353	2,17716	498,0257	85,38818	5,5	1,95612	-0,01002	4,06717	21,60476	0,41507	2,18243	2,1192	2,00793	8,62073	0,09395	0,18157	8,75	20,44265	2,2147	-78,1875	0,08182	2,95463	3,28765	10,63251	3,3299	800,5065	0,34729	0,43204	
1402,23	2,33958	2,04404	0,18813	8,59757	2,62212	8,61146	34,71231	0,0001	2492,44	2,13052	504,9592	76,7076	5,5	1,78985	-0,01086	3,23964	21,58931	0,36786	2,12578	2,0837	1,98036	8,61146	0,09395	0,17557	8,75	20,43925	2,02653	-78,1875	0,09563	2,88814	3,2081	10,5939	2,85497	850,5729	0,35162	0,39293	
1402,39	2,33699	2,0763	0,1897	8,59757	2,55757	8,61273	34,70661	0,0001	2537,939	2,11542	494,9631	72,30545	5,5	1,82221	-0,01157	3,64121	21,60476	0,42508	2,11198	2,08638	2,02035	8,61272	0,09395	0,18235	8,75	20,43588	2,06315	-78,1875	0,11222	2,86375	3,47195	8,87973	2,90801	843,4745	0,35	0,40708	
1402,54	2,33406	2,33424	0,19148	8,64336	2,62373	8,64336	34,7009	0,0001	2539,25	2,36956	440,9673	70,8643	5,5	1,81095	-0,01045	3,16184	21,57387	0,42438	2,29987	2,35181	2,26774	8,64336	0,09395	0,20881	8,75	20,4325	2,05041	-78,1875	0,10815	2,86808	3,02329	10,19238	2,88624	864,4027	0,35394	0,39389	
1402,69	2,33821	2,74814	0,18896	8,62046	2,87969	8,68915	34,69513	0,0001	2616,065	2,7931	375,9133	73,19052	5,5	1,95835	-0,00637	3,17553	21,57387	0,36905	2,74789	2,75067	2,66019	8,68915	0,09395	0,23809	8,75	20,42907	2,21722	-78,1875	0,06263	2,89135	3,3652	10,05339	2,97963	929,9263	0,33167	0,37043	
1402,84	2,33283	3,4799	0,19222	8,58612	3,6536	8,68915	34,6894	0,01626	2774,807	3,54877	298,5511	79,23168	5,5	2,55751	-0,00373	3,24689	32,39941	0,36834	3,47439	3,44094	3,34951	8,68915	0,09395	0,31101	8,75	20,42567	2,87443	-78,1875	0,03124	2,9385	3,11509	14,60908	3,34648	1039,918	0,31897	0,34284	
1402,99	2,32659	4,40007	0,19601	8,55177	4,62184	8,66625	34,6837	0,06709	3043,417	4,51172	233,722	78,30329	5,5	3,02721	-0,00209	5,50737	43,2404	0,31975	4,31204	4,32135	4,27859	8,66625	0,03926	0,41428	8,75	20,42231	2,99654	-78,24219	0,01367	2,97817	5,53558	18,79413	5,97569	1200,952	0,29538	0,3169	
1403,15	2,33479	5,51781	0,19104	8,52888	5,46979	8,68915	34,67805	0,09977	3343,72	5,46031	184,7877	70,47612	5,5	2,57672	0,00005	4,51028	43,20951	0,2989	5,23713	5,40734	5,41161	8,68915	-0,42391	0,49584	8,75	20,419	2,3245	-78,70536	0,01796	2,94894	4,65572	18,65514	5,17316	1409,104	0,27575	0,28682	
1403,30	2,37621	7,55587	0,16593	8,40295	7,89009	8,97774	34,67244	0,10065	3667,467	7,13473	133,5978	54,82314	5,5	3,34014	0,00912	4,49679	43,27129	0,26418	6,68971	7,02574	7,48515	8,92224	-0,49534	0,50659	8,75	20,41572	2,97041	-78,77679	0,03803	2,83431	6,39349	18,964	4,35571	1607,191	0,23629	0,26934	
1403,45	2,40921	9,36387	0,14593	8,50598	12,87592	10,94708	34,66698	0,05954	3893,217	9,0729	107,6813	48,14978	5,5	7,64907	0,01084	6,25038	173,3168	0,21574	8,19009	9,26397	9,28667	10,4634	-0,39824	0,47685	8,75	20,4126	6,0315	-78,67969	0,03246	2,64777	14,64683	68,79857	47,45765	1874,573	0,20177	0,23408	
1403,60	2,41495	11,08702	0,14246	8,51743	18,03846	14,75678	34,6614	0,0428	4023,646	11,76899	83,26076	48,61539	5,5	10,09645	0,00853	19,75809	89,95547	0,20216	9,87507	12,41304	12,01046	12,71067	-0,12034	0,58557	8,75	20,40935	10,54072	-78,40179	0,02865	2,51203	21,28097	36,66168	25,13387	2031,995	0,18429	0,21744	
1403,76	2,39237	14,65636	0,15614	8,52888	14,40767	17,72489	34,6558	0,03036	4056,31	13,81324	61,19092	53,9682	5,5	5,74696	-0,00221	13,47164	110,4638	0,20614	10,04986	15,00073	16,34229	13,65159	0,09395	0,97045	8,75	20,40609	5,43198	-78,1875	0,02596	2,45754	12,25959	45,17078	8,96689	2075,706	0,19111	0,21307	
1403,91	2,38245	10,07596	0,16215	8,59757	11,20774	16,18415	34,65018	0,02161	3853,484	9,42146	102,0944	60,33103	5,5	7,8823	-0,00526	14,20195	110,4792	0,23122	6,84787	10,13053	9,79486	12,10815	0,09395	0,63086	8,75	20,4028	8,38637	-78,1875	0,04153	2,50345	10,80242	46,60698	13,86295	1858,9	0,21934	0,23418	
1404,06	2,38172	4,45271	0,16259	8,56322	9,42408	12,22217	34,64447	0,01101	3549,405	4,27148	224,0971	69,79845	5,5	5,89974	-0,00528	17,08046	50,83064	0,24679	3,84901	4,40471	4,46235	10,14186	0,09395	0,28909	8,75	20,39943	6,58526	-78,1875	0,04153	2,6142	11,83333	24,71652	21,89849	1526,599	0,25127	0,27813	
1404,21	2,37641	2,9078	0,16581	8,59757	5,40554	9,44359	34,63881	0,0001	3222,248	2,84797	356,4611	81,68184	5,5	4,34941	-0,00384	5,69593	37,69636	0,35381	2,68679	2,85694	2,80536	8,94459	0,09395	0,18956	8,75	20,3961	4,91061	-78,1875	0,02826	2,76138	5,10161	15,08781	7,52451	1209,339	0,32308	0,3393	
1404,37	2,36142	2,29951	0,1749	8,59757	3,70177	8,69457	34,6331	0,0001	2955,051	2,24445	434,3876	88,2606	5,5	2,43232	-0,00418	10,44283	20,97932	0,46688	2,27364	2,27567	2,30209	8,63588	0,09395	0,17447	8,75	20,39273	2,75362	-78,1875	0,03275	2,87603	10,32447	9,67504	3,37699	947,4713	0,38006	0,42404	
1404,52	2,33775	2,2429	0,18924	8,62046	2,82561	8,61176	34,6274	0,0001	2693,513	2,23148	450,0414	93,42913	5,5	1,96413	-0,0067	3,60833	20,94071	0,48634	2,14175	2,24421	2,22202	8,61167	0,09395	0,1995	8,75	20,38936	2,22376	-78,1875	0,07225	2,92636	3,50642	10,03795	3,19582	828,364	0,41978	0,45083	
1404,67	2,32488	2,16962	0,19705	8,59757	2,5526	8,64336	34,62166	0,0001	2586,588	2,21125	461,8867	93,31683	5,5	1,8596	-0,00944	2,91787	20,92526	0,4745	2,14467	2,18427	2,16503	8,64336	0,09395	0,21203	8,75	20,38596	2,10546	-78,1875	0,0955	2,89091	2,84625	9,12681	3,01429	775,3052	0,42234	0,46773	
1404,82	2,31753	2,15047	0,2015	8,59757	2,50935	8,62046	34,61595	0,0001	2562,748	2,23042	465,8369	91,04623	5,5	1,64079	-0,0128	2,89489	20,93299	0,45745	2,18506	2,16798	2,14667	8,62046	0,09395	0,22057	8,75	20,38259	1,85758	-78,1875	0,1129	2,85917	2,86538	9,51289	2,56658	777,5823	0,41462	0,46037	
1404,98	2,32102	2,20581	0,19938	8,59757	2,68496	8,6123	34,61024	0,0001	2551,758	2,28374	463,2079	88,91063	5,5	1,90872	-0,01471	2,87296	20,94071	0,45423	2,25504	2,2371	2,15886	8,61229	0,09395	0,21685	8,75	20,37921	2,16106	-78,1875	0,11489	2,88194	2,78446	10,88731	3,11985	775,8074	0,40944	0,45923	
1405,13	2,32481	2,25851	0,19708	8,64336	2,8803	8,62465	34,60454	0,0001	2543,013	2,32855	464,3957	79,72025	5,5	2,17979	-0,01464	4,22541	20,94071	0,44747	2,31829	2,28062	2,15334	8,62465	0,09395	0,21097	8,75	20,37584	2,46783	-78,1875	0,11449	2,95435	3,97247	9,1577	3,9667	775,8567	0,39774	0,45701	
1405,28	2,33122	2,22981	0,1932	8,63191	2,97376	8,63157	34,59877	0,0001	2531,204	2,32468	460,9934	75,65559	5,5	1,91617	-0,01145	3,90008	20,95615	0,46403	2,3416	2,26872	2,16923	8,63157	0,09395	0,20363	8,75	20,37241	2,16949	-78,1875	0,09615	3,01915	3,7599	8,06125	2,98621	782,0737	0,38788	0,44946	
1405,43	2,33656	2,21669	0,18997	8,64336	2,97885	8,62881	34,59301	0,0001	2495,13	2,30587	459,7079	70,51707	5,5	2,2146	-0,00721	3,4415	20,97159	0,43307	2,30433	2,26066	2,17529	8,62881	0,09395	0,19692	8,75	20,36899	2,50723	-78,1875	0,06124	3,04952	3,3646	8,23112	3,0957	789,1263	0,39641	0,43584	
1405,59	2,33208	2,12291	0,19268	8,59757	2,88654	8,62504	34,58725	0,0001	2471,796	2,19698	480,0073	73,68371	5,5	2,14686	-0,00625	4,80805	20,97159	0,43217	2,19782	2,16379	2,0833	8,62503	0,09395	0,19443	8,75	20,36556	2,43056	-78,1875	0,06008	3,03853	4,39773	9,12681	3,98331	774,9573	0,37591	0,44133	
1405,74	2,32778	2,03247	0,19528	8,64336	2,6507	8,62515	34,58154	0,0001	2469,788	2,10813	494,5547	78,23416	5,5	1,76325	-0,0066	3,60797	20,94071	0,43899	2,10855	2,07645	2,02202	8,62515	0,09395	0,19423	8,75	20,36218	1,99642	-78,1875	0,0684	3,00431	3,48032	10,16149	2,77049	796,9	0,38786	0,42441	
1405,89	2,32266	2,01471	0,19839	8,62046	2,55299	8,62619	34,57577	0,0001	2472,974	2,07796	504,701	80,57317	5,5	1,81149	-0,00959	2,6998	20,94071	0,42733	2,10276	2,04876	1,98137	8,62619	0,09395	0,1969	8,75	20,35875	2,05101	-78,1875	0,09788	2,93265	2,6861	10,17694	2,84906	793,3579	0,37728	0,42774	
1406,04	2,32448	2,02127	0,19729	8,62046	2,5701	8,62706	34,57003	0,0001	2473,05	2,08789	507,6604	78,74047	5,5	1,87515	-0,01168	3,50871	20,94071	0,41909	2,07844	2,05104	1,96982	8,62705	0,09395	0,19342	8,75	20,35535	2,12306	-78,1875	0,10521	2,83721	3,54733	10,36225	3,0877	811,8761	0,39941	0,41453	
1406,20	2,32605	2,0071	0,19634	8,64336	2,47832	8,62611	34,5643	0,0001	2486,677	2,07261	510,9498	82,66763	5,5	1,74711	-0,01301	3,09385	20,95615	0,43052	2,06459	2,03048	1,95714	8,62611	0,09395	0,19019	8,75	20,35195	1,97816	-78,1875	0,11305	2,75509	3,23994	9,83719	2,9127	783,6365	0,40962	0,43803	
1406,35	2,32797	1,98727	0,19517	8,62046	2,4174	8,6187	34,55853	0,0001	2501,803	2,05653	516,0009	86,16848	5,5	1,67033	-0,01356	3,13728	20,94071	0,44643	2,05678	2,00825	1,93798	8,6187	0,09395	0,18593	8,75	20,34851	1,89108	-78,1875	0,12099	2,70489	3,22164	10,30048	2,76175	772,9271	0,40641	0,44982	
1406,50	2,33448	1,99983	0,19123	8,59757	2,42041	8,60963	34,55279	0,0001	2521,59	2,06911	512,0532	86,68206	5,5	1,71845	-0,0123	2,69441	20,92526	0,45994	2,06796	2,02313	1,95292	8,60963	0,09395	0,17932	8,75	20,34511	1,94566	-78,1875	0,12273	2,7196	2,65064	9,49745	2,56301	780,8849	0,40075	0,44847	
1406,65	2,35154	2,09754	0,18089	8,59757	2,5981	8,62046	34,54708	0,0001	2558,809	2,15526	489,1247	82,08012	5,5	1,74187	-0,01075	8,0771	20,94071	0,43407	2,18316	2,12242	2,04447	8,62046	0,09395	0,16658	8,75	20,34174	1,97222	-78,1875	0,10572	2,74685	2,64167	10,17694	2,67363	813,4271	0,37183	0,43252	
1406,80	2,36754	2,25111	0,17119	8,62046	2,93481	8,61704	34,54137	0,0001	2563,194	2,33057	453,2211	84,76257	5,5	2,11421	-0,00936	3,12869	20,94843	0,40997	2,31973	2,2828	2,20643	8,61704	0,09395	0,15968	8,75	20,33837	2,39361	-78,1875	0,08884	2,80078	3,1388	10,36225	3,03115	851,5461	0,36649	0,40724	
1406,96	2,38012	2,33325	0,16357	8,64336	3,18505	8,62202	34,53564	0,0001	2587,205	2,43799	439,7392	87,4514	5,5	2,45665	-0,00744	4,5221	20,97159	0,3835	2,45959	2,37005	2,27408	8,62202	0,09395	0,14923	8,75	20,33496	2,78111	-78,1875	0,06618	2,82729	4,12578	10,43947	3,84887	862,9506	0,35229	0,40482	
1407,11	2,37482	2,21679	0,16678	8,59757	2,98149	8,62454	34,52987	0,0001	2583,611	2,3021	462,2088	88,80273	5,5	2,09445	-0,00683	4,43522	20,97159	0,41123	2,25561	2,24678	2,16352	8,62453	0,09395	0,14803	8,75	20,33153	2,37125	-78,1875	0,06829	2,83772	3,98296	10,39314	3,31996	863,9671	0,35558	0,40344	
1407,26	2,36625	2,08645	0,17197	8,63191	2,63301	8,64336	34,52416	0,0001	2562,19	2,14849	491,0143	90,30065	5,5	1,8385	-0,00648	3,27872	20,94071	0,40462	2,13823	2,11019	2,0366	8,64336	0,09395	0,14885	8,75	20,32816	2,08159	-78,1875	0,06925	2,80689	3,26451	10,22327	3,09342	848,9453	0,34765	0,40873	
1407,41	2,35245	2,02118	0,18034	8,66625	2,49848	8,64122	34,51841	0,0001	2526,466	2,09149	505,8512	90,82431	5,5	1,72401	-0,00806	3,17735	20,94071	0,39615	2,09089	2,04815	1,97687	8,64122	0,09395	0,16002	8,75	20,32474	1,95197	-78,1875	0,08479	2,80806	3,16937	10,11516	2,75006	855,1491	0,35315	0,39728	
1407,57	2,35335	1,98317	0,17979	8,62046	2,43806	8,64643	34,51261	0,0001	2519,125	2,05108	516,8035	90,32873	5,5	1,74735	-0,00683	3,27554	20,92526	0,41788	2,03955	2,00303	1,93497	8,64643	0,09395	0,1556	8,75	20,32127	1,97842	-78,1875	0,06955	2,82804	3,30451	10,56301	2,90558	843,6606	0,37373	0,40316	
1407,72	2,35931	1,93834	0,17617	8,66625	2,38337	8,65004	34,50687	0,0001	2509,733	1,99567	531,7013	87,17546	5,5	1,67178	-0,00455	3,35537	20,94071	0,40808	1,98444	1,94566	1,88076	8,65004	0,09395	0,14478	8,75	20,31787	1,89272	-78,1875	0,04158	2,85024	3,40281	9,29669	2,71618	826,863	0,40429	0,41235	
1407,87	2,36127	1,88658	0,17499	8,66625	2,32585	8,64559	34,50107	0,0001	2540,507	1,93931	547,496	89,61507	5,5	1,61691	-0,00464	3,1017	20,91754	0,4466	1,93263	1,88616	1,8265	8,64559	0,09395	0,13858	8,75	20,31441	1,83049	-78,1875	0,03365	2,83008	3,03713	9,95301	2,63672	798,2165	0,38885	0,43945	
1408,02	2,35834	1,90123	0,17676	8,62046	2,39381	8,63164	34,49527	0,0001	2555,616	1,95137	543,0332	88,82208	5,5	1,68209	-0,00678	2,83525	20,94071	0,42834	1,97498	1,90372	1,84151	8,63163	0,09395	0,14278	8,75	20,31094	1,90442	-78,1875	0,04726	2,80267	2,86406	10,39314	2,68525	822,9598	0,38896	0,425	
1408,18	2,35739	1,9669	0,17734	8,59757	2,48402	8,62354	34,48954	0,0001	2599,648	2,01636	530,2893	85,96989	5,5	1,79157	-0,00903	3,22056	20,94843	0,40379	2,01418	1,94676	1,88576	8,62353	0,09395	0,14724	8,75	20,30754	2,02847	-78,1875	0,06852	2,77895	3,1214	10,45491	2,80059	845,0637	0,36303	0,41922	
1408,33	2,3568	1,98958	0,17769	8,64336	2,51937	8,64336	34,48383	0,0001	2625,953	2,02863	520,2637	85,87049	5,5	1,78383	-0,00687	3,28721	20,95615	0,42392	2,03463	1,9891	1,9221	8,64336	0,09395	0,15073	8,75	20,30417	2,01971	-78,1875	0,0806	2,7881	3,30032	9,71365	2,88917	876,818	0,37128	0,4039	
1408,48	2,35364	2,03053	0,17961	8,62046	2,46938	8,6397	34,47806	0,0001	2635,323	2,05447	506,5724	88,00649	5,5	1,74756	-0,00569	3,30569	20,94071	0,39025	2,0643	2,0188	1,97405	8,6397	0,09395	0,15842	8,75	20,30074	1,97867	-78,1875	0,09333	2,80028	3,2221	10,31592	2,81386	869,7413	0,36275	0,41032	
1408,63	2,34697	2,04602	0,18365	8,66625	2,46849	8,65441	34,47232	0,0001	2639,741	2,10627	502,6177	85,93627	5,5	1,70466	-0,0042	3,14189	20,94071	0,40681	2,12667	2,03856	1,98958	8,65441	0,09395	0,16748	8,75	20,29733	1,93002	-78,1875	0,11048	2,80833	3,03588	10,94909	2,68894	877,7661	0,37666	0,40608	
1408,79	2,34942	2,10742	0,18217	8,66625	2,56522	8,66655	34,46652	0,0001	2635,062	2,11444	485,0031	85,98683	5,5	1,80637	0,00026	3,15146	20,94071	0,4387	2,1306	2,07385	2,06184	8,66655	0,09395	0,17057	8,75	20,29387	2,04522	-78,1875	0,10642	2,79441	3,1323	10,43947	2,80976	841,136	0,35946	0,42931	
1408,94	2,35083	2,02459	0,18131	8,68915	2,6092	8,67244	34,46072	0,0001	2634,032	2,05175	503,8833	81,95056	5,5	1,89469	0,00421	3,36517	20,94071	0,3844	2,12907	2,00875	1,98459	8,67244	0,09395	0,16252	8,75	20,29041	2,14518	-78,1875	0,10444	2,771	3,45296	9,72909	3,37836	890,4957	0,32602	0,39704	
1409,09	2,34864	2,14919	0,18264	8,66625	2,71214	8,66657	34,45489	0,0001	2643,809	2,17265	475,382	83,45052	5,5	1,80164	0,0056	3,0714	20,94071	0,39141	2,22586	2,11991	2,10357	8,66657	0,09395	0,17499	8,75	20,28691	2,03987	-78,1875	0,10819	2,76855	2,76809	10,20782	2,71928	948,936	0,31339	0,36551	
1409,24	2,34122	2,42468	0,18714	8,66625	2,82272	8,65519	34,44909	0,0001	2723,131	2,54599	423,8272	83,94511	5,5	2,03248	0,00106	3,22924	20,94071	0,33737	2,43071	2,40219	2,35945	8,65518	0,09395	0,20681	8,75	20,28345	2,30111	-78,1875	0,12068	2,80484	3,06958	9,72909	3,2952	1025,971	0,32017	0,34105	
1409,40	2,34037	2,7726	0,18766	8,62046	3,07292	8,64388	34,44329	0,0001	2777,876	2,80663	365,6001	87,66721	5,5	2,16765	-0,00312	3,61689	20,94843	0,3598	2,7291	2,7127	2,73523	8,64388	0,09395	0,24118	8,75	20,27999	2,4541	-78,1875	0,11585	2,87357	3,60054	9,5901	3,26956	1036,062	0,36446	0,34541	
1409,55	2,3425	3,06725	0,18637	8,64336	3,30622	8,66625	34,43755	0,01144	2936,909	3,19719	338,0402	87,44384	5,5	2,3069	-0,0069	3,70207	20,94071	0,37501	3,13758	3,04942	2,95823	8,66625	0,09395	0,257	8,75	20,27658	2,57181	-78,1875	0,10851	2,91033	3,92892	9,2658	3,55973	1017,418	0,3584	0,38165	
1409,70	2,35419	3,35403	0,17928	8,64336	4,05479	8,64341	34,43179	0,01325	3020,166	3,45673	310,4019	85,88776	5,5	2,589	-0,00914	3,37573	41,86597	0,38645	3,56353	3,33016	3,22163	8,6434	0,09395	0,2575	8,75	20,27315	2,83693	-78,1875	0,09569	2,87282	3,88244	19,06438	3,8952	1046,73	0,32987	0,38084	
1409,85	2,36253	3,61738	0,17423	8,64336	4,61778	8,66625	34,42602	0,00966	3107,981	3,78168	292,2563	79,6814	5,5	3,73482	-0,01023	3,74622	41,95863	0,33109	3,91129	3,63416	3,42165	8,66625	0,09395	0,25718	8,75	20,26972	4,18978	-78,1875	0,09661	2,80731	4,22694	18,91768	7,60438	1133,203	0,27921	0,35439	
1410,01	2,36565	3,84309	0,17234	8,66625	5,27956	8,66625	34,42025	0,00404	3110,675	4,00885	271,6217	80,81243	5,5	3,19047	-0,0112	6,05805	42,03585	0,30956	4,05336	3,86294	3,68159	8,66625	0,09395	0,2703	8,75	20,26629	3,56431	-78,1875	0,10052	2,75765	5,30581	17,46603	5,02819	1230,156	0,25422	0,31617	
1410,16	2,36825	4,02863	0,17076	8,62046	5,15329	8,64658	34,41445	0,00763	3185,272	4,28128	257,8756	79,05017	5,5	3,6785	-0,01055	4,73628	42,03585	0,29867	4,15558	4,06853	3,87784	8,64658	0,09395	0,27913	8,75	20,26282	4,16089	-78,1875	0,08579	2,71939	4,69091	17,14173	4,91771	1331,675	0,27523	0,29136	
1410,31	2,36938	4,23619	0,17008	8,66625	5,49797	8,64704	34,40871	0,01168	3223,026	4,38437	245,5924	83,36851	5,5	4,29576	-0,01033	8,31928	42,03585	0,33248	4,19297	4,32396	4,07179	8,64704	0,09395	0,29059	8,75	20,25942	4,80789	-78,1875	0,08459	2,69132	7,02132	18,97945	6,91156	1309,18	0,29028	0,30368	
1410,46	2,38293	4,27526	0,16186	8,64336	6,16589	8,64356	34,40291	0,02855	3381,516	4,61272	239,6378	81,92238	5,5	3,44603	-0,00841	6,95762	28,4074	0,30499	4,54206	4,50883	4,17296	8,64356	0,09395	0,26774	8,75	20,25596	3,71216	-78,1875	0,07469	2,67359	9,20555	13,10339	4,64361	1377,017	0,28451	0,30204	
1410,61	2,39389	5,08212	0,15522	8,64336	7,42944	8,63348	34,39714	0,02372	3512,515	5,74581	200,8636	79,29666	5,5	5,33764	-0,00754	5,25922	113,8767	0,29641	5,42047	5,67086	4,9785	8,63348	0,09395	0,2919	8,75	20,25253	5,56114	-78,1875	0,09297	2,74021	4,50056	45,85027	6,4711	1461,041	0,25305	0,29265	
1410,77	2,39953	6,679	0,1518	8,62046	11,76423	8,66625	34,39137	0,03248	3508,336	7,00844	159,794	80,33251	5,5	6,75568	-0,00702	19,71382	42,9161	0,23914	6,37738	7,08534	6,25806	8,66625	0,09395	0,34978	8,75	20,24909	7,17452	-78,1875	0,10532	2,83403	39,34132	18,48527	13,03536	1502,078	0,22884	0,28054	
1410,92	2,39218	4,29376	0,15625	8,57467	7,41068	8,66625	34,38563	0,0001	3377,823	4,59125	238,8641	81,75369	5,5	7,87823	-0,00675	9,12793	67,23882	0,2478	4,1757	4,56666	4,18648	8,66625	0,09395	0,249	8,75	20,24569	8,54556	-78,1875	0,11219	2,91724	5,84989	29,57335	16,15452	1423,484	0,24397	0,28712	
1411,07	2,36933	2,79974	0,1701	8,62046	3,96377	8,68915	34,37995	0,0001	3179,672	2,86258	362,5638	90,10011	5,5	2,75083	-0,00797	95,75286	17,99109	0,36686	2,83523	2,87351	2,75814	8,68915	0,09395	0,19691	8,75	20,24235	3,11344	-78,1875	0,11524	2,91455	29,63049	10,13061	4,81381	1196,137	0,28854	0,33871	
1411,22	2,35105	2,00176	0,18118	8,57467	2,65759	8,66625	34,37421	0,0001	2911,272	2,02292	500,9197	91,42197	5,5	1,62248	-0,00762	2,83386	13,36592	0,4058	2,05368	2,04523	1,99633	8,66625	0,09395	0,16322	8,75	20,23895	1,83681	-78,1875	0,09916	2,85456	2,50614	5,69847	2,62852	1027,231	0,32509	0,37233	
1411,38	2,34927	1,97931	0,18226	8,62046	2,47887	8,66625	34,36853	0,0001	2649,201	1,97434	506,8064	90,79918	5,5	1,7634	-0,00616	2,70092	13,37364	0,42282	2,04238	2,01568	1,97314	8,66625	0,09395	0,1634	8,75	20,2356	1,99659	-78,1875	0,06346	2,77045	2,79755	5,8529	2,80738	901,9194	0,36982	0,39327	
1411,53	2,35183	2,02342	0,18071	8,62046	2,59122	8,62046	34,3628	0,0001	2554,181	2,06565	486,5086	86,2697	5,5	1,87589	-0,00621	3,20536	13,38908	0,40797	2,04864	2,07377	2,05546	8,62046	0,09395	0,16712	8,75	20,2322	2,1239	-78,1875	0,05857	2,74147	3,03728	6,19264	3,10596	831,2136	0,37324	0,41895	
1411,68	2,3594	2,04897	0,17612	8,63191	2,57088	8,64336	34,35706	0,0001	2531,055	2,10879	494,0575	85,36002	5,5	1,82432	-0,00698	3,33231	13,40452	0,43079	2,01338	2,08851	2,02406	8,64336	0,09395	0,15572	8,75	20,2288	2,06554	-78,1875	0,05853	2,73442	3,37617	6,37796	2,92117	824,5771	0,38811	0,41872	
1411,83	2,36497	1,93958	0,17275	8,62046	2,46749	8,64336	34,3513	0,0001	2529,272	1,9986	517,5397	91,36425	5,5	1,73538	-0,00717	3,22786	13,40452	0,43924	1,95075	1,97597	1,93222	8,64336	0,09395	0,14259	8,75	20,22538	1,96487	-78,1875	0,05853	2,73114	3,24153	6,56328	2,89829	803,5019	0,36038	0,43332	
