DEPTH	RHOZ	AT60	DPHZ	CALI	RXOZ	ATD2	IHV	RSOZ	CNTC	AT20	ATCO90	GR	FCD	SMNO	HDRA	RVSRU	RXV	NPOR	AT10	AT30	AT90	ATD1	SP	RWA	BS	ICV	SMIN	RSP	DSOZ	PEFZ	RVDRU	RVV	RXRU	CFTC	NPHI	TNPH	
[m MD]	[Unknown]	[Ohm.m]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Ohm.m]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Ohm.m]	[Ohm.m]	[Ohm.m]	[Unknown]	[mV]	[Ohm.m]	[in]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	[Unknown]	
694,94	2,04837	1,82594	0,36463	9,937	0,94715	37,96095	63,84797	0,28132	2131,933	1,62546	549,091	65,28628	5,5	0,56535	0,1148	0,80064	6,6096	0,58447	1,51974	1,69918	1,82119	35,33358	-0,23214	0,66979	8,75	38,73327	0,61663	-62,23214	0,38411	4,17892	0,93564	3,0886	1,0481	567,1609	0,50323	0,51934	
695,10	2,14977	1,8672	0,30317	9,6279	1,25695	35,54557	63,84034	0,22273	2235,18	1,75531	532,3295	70,11776	5,5	0,86911	0,07682	0,75204	13,29642	0,4662	1,59205	1,81169	1,87854	26,63801	-0,0625	0,46457	8,75	38,72798	0,88163	-62,0625	0,28268	3,78832	0,87747	6,49378	1,40741	636,5727	0,45532	0,47468	
695,25	2,20069	2,26434	0,27231	8,52888	2,01626	37,33617	63,83318	0,16381	2237,018	2,03859	432,8763	74,7337	5,5	1,5815	0,054	2,77407	13,40452	0,40827	1,82113	2,16296	2,31013	19,76954	-0,01786	0,45356	8,75	38,72316	1,67329	-62,01786	0,20004	3,54198	2,95231	6,67138	2,6187	668,0717	0,35391	0,4526	
695,40	2,13507	2,27072	0,31208	8,42584	1,85259	40,2874	63,82757	0,10671	2184,351	1,94998	444,6498	74,15553	5,5	1,63398	0,0532	1,87386	13,3582	0,3526	1,5477	2,09042	2,24896	19,54321	-0,13281	0,59192	8,75	38,71988	1,75452	-62,13281	0,20613	3,72677	2,5967	6,1772	2,64127	701,4955	0,35199	0,41056	
695,55	2,00993	1,74911	0,38792	8,91811	1,15221	43,31941	63,82209	0,13314	2063,13	1,54337	571,1539	66,58004	5,5	0,8127	0,07393	3,23444	10,93364	0,44431	1,42735	1,59096	1,75084	31,47224	-0,45313	0,73561	8,75	38,71673	0,8998	-62,45313	0,26968	4,20648	3,29971	5,18885	1,63079	623,6488	0,39324	0,44498	
695,71	1,96985	1,56746	0,41221	10,26899	0,9174	48,91098	63,81594	0,20635	1910,573	1,35662	648,0789	68,16687	5,5	0,55248	0,09864	0,80002	10,86415	0,55807	1,28043	1,42866	1,54302	42,95862	-0,48438	0,73875	8,75	38,71292	0,61058	-62,48438	0,32949	4,47462	0,93203	5,12708	1,01233	543,6669	0,45879	0,47462	
695,86	1,99458	1,56514	0,39722	10,52085	0,94085	57,93957	63,8078	0,24959	1756,014	1,35051	632,0084	72,76232	5,5	0,66042	0,10031	0,74822	10,87187	0,54121	1,31206	1,44243	1,58226	46,79673	-0,58929	0,69954	8,75	38,70712	0,70584	-62,58929	0,32492	4,35906	0,86891	5,31239	1,30889	473,3618	0,51624	0,51155	
696,01	2,03576	1,56571	0,37227	9,92555	1,06997	72,76118	63,79925	0,27007	1701,468	1,37586	623,9608	80,71426	5,5	0,7493	0,0927	1,00661	10,90276	0,54071	1,29524	1,45633	1,60267	40,25732	-0,51563	0,6163	8,75	38,7009	0,77911	-62,51563	0,29724	4,09848	1,31074	5,14252	1,47359	446,2543	0,5012	0,53634	
696,16	2,02847	1,54249	0,37668	9,46762	1,11047	88,1378	63,79165	0,23082	1694,214	1,38024	622,0208	76,22896	5,5	0,73895	0,07788	1,09641	10,93364	0,51373	1,29034	1,44709	1,60766	26,75256	-0,33594	0,6341	8,75	38,69563	0,79379	-62,33594	0,26757	3,91089	1,27378	5,14252	1,33676	455,8866	0,4984	0,52083	
696,32	2,04596	1,52164	0,36608	9,77672	1,06197	86,63996	63,78473	0,24512	1728,022	1,3893	628,2617	78,80685	5,5	0,74932	0,07366	1,02788	10,9182	0,48643	1,28212	1,44432	1,59169	15,23149	-0,0625	0,59042	8,75	38,69105	0,8136	-62,0625	0,26084	3,76786	1,31747	5,11163	2,06538	473,0147	0,50721	0,50637	
696,47	2,093	1,53364	0,33758	9,21576	1,15684	61,88343	63,77734	0,23203	1800,763	1,42023	629,7247	75,54	5,5	0,7048	0,06999	0,84895	10,9182	0,58632	1,32677	1,46264	1,588	11,08398	0,39844	0,49483	8,75	38,686	0,72986	-61,60156	0,23701	3,60993	1,21555	5,26606	1,24582	485,2629	0,55056	0,51986	
696,62	2,13656	1,53339	0,31118	8,9868	1,29983	34,49848	63,77078	0,1642	1863,242	1,44946	634,4935	76,28574	5,5	0,92108	0,05728	0,99187	10,92592	0,53559	1,33844	1,48054	1,57606	9,52788	0,82031	0,41223	8,75	38,68178	0,98259	-61,17969	0,19377	3,41922	1,14666	5,30467	1,5188	497,5533	0,5601	0,52693	
696,77	2,14002	1,56567	0,30908	8,94101	1,36128	16,7825	63,76455	0,14965	1933,628	1,47886	626,4033	71,45506	5,5	1,07306	0,05338	1,67766	10,97997	0,48907	1,36377	1,50842	1,59642	8,87232	0,8125	0,41154	8,75	38,67788	1,20351	-61,1875	0,16847	3,35242	1,81267	5,15796	1,9238	519,7369	0,49194	0,52158	
696,93	2,14228	1,56839	0,30771	8,82653	1,31438	10,16544	63,75837	0,22546	2006,42	1,49606	625,0148	65,55375	5,5	0,80388	0,07108	2,18536	10,93364	0,53584	1,36596	1,51763	1,59996	9,16997	0,50893	0,40853	8,75	38,67404	0,82891	-61,49107	0,18847	3,38041	2,07017	5,46682	1,3136	560,7421	0,46252	0,54209	
697,08	2,15304	1,54747	0,30119	8,84943	1,26359	9,937	63,75236	0,27799	2054,753	1,47224	636,4899	61,2338	5,5	0,8508	0,0819	0,92725	10,9182	0,49837	1,35755	1,49617	1,57112	9,937	0,23438	0,38311	8,75	38,67036	0,85797	-61,76563	0,21573	3,40901	1,2222	5,20429	1,57373	589,4486	0,43959	0,52204	
697,23	2,17747	1,50333	0,28638	8,87232	1,34279	9,6279	63,74631	0,22448	2071,527	1,44158	655,7746	62,2421	5,5	0,95736	0,07659	1,00684	10,93364	0,53384	1,35218	1,46074	1,52491	9,6279	0,125	0,33364	8,75	38,66665	1,00007	-61,875	0,21295	3,31643	1,90679	5,23518	1,68606	607,8572	0,4379	0,50617	
697,38	2,19103	1,49797	0,27816	8,86087	1,37477	8,85807	63,74023	0,10174	2096,853	1,42796	660,3448	66,42295	5,5	0,91836	0,04834	1,2916	10,96453	0,4987	1,35328	1,45403	1,51436	8,85807	0,28125	0,31123	8,75	38,66291	1,00355	-61,71875	0,17331	3,13158	1,68656	5,23518	1,57989	626,9762	0,43481	0,4935	
697,53	2,20461	1,49383	0,26994	8,84943	1,39712	8,85024	63,73417	0,03762	2098,546	1,41945	662,2184	70,37183	5,5	1,03167	0,03205	1,66091	10,97225	0,47424	1,34955	1,44861	1,51008	8,85023	0,49107	0,29095	8,75	38,65918	1,16521	-61,50893	0,1286	2,94498	1,83003	5,36644	1,76378	637,2378	0,44302	0,48355	
697,69	2,20085	1,47738	0,27221	8,84943	1,4658	8,91811	63,72812	0,01604	2144,975	1,4087	665,9309	65,34831	5,5	1,05575	0,02147	1,99168	10,97997	0,49599	1,34257	1,43584	1,50166	8,91811	0,4375	0,2946	8,75	38,65547	1,19257	-61,5625	0,09144	2,82569	1,77089	5,14252	1,75525	636,0078	0,43401	0,49851	
697,84	2,17421	1,46801	0,28836	8,80363	1,42473	10,26899	63,72207	0,05363	2145,669	1,39802	667,9939	63,42078	5,5	1,01717	0,01149	1,68478	10,97997	0,49579	1,34082	1,42516	1,49702	10,26899	0,375	0,33242	8,75	38,65176	1,13865	-61,625	0,04746	2,77142	1,80839	5,15796	1,72299	637,2405	0,43772	0,49777	
697,99	2,15763	1,47112	0,29841	8,87232	1,39336	10,52085	63,71609	0,07179	2144,272	1,39367	663,6438	60,63124	5,5	0,95475	0,00677	1,43543	10,96453	0,4877	1,34492	1,4167	1,50683	10,52085	0,58929	0,36018	8,75	38,64811	1,07018	-61,41071	0,03986	2,78528	1,80154	5,17341	1,7701	631,9708	0,44309	0,50235	
698,14	2,14937	1,45136	0,30341	8,82653	1,4329	9,92555	63,71001	0,04036	2149,162	1,40573	666,8661	61,16864	5,5	0,98946	0,00009	1,27447	10,97997	0,53081	1,35968	1,42332	1,49955	9,92555	0,57031	0,37148	8,75	38,64437	1,11255	-61,42969	0,07531	2,84446	1,55309	5,09619	1,73984	624,0791	0,4677	0,51255	
698,30	2,16144	1,47803	0,2961	8,89522	1,52082	9,46762	63,70399	0,01224	2157,596	1,43151	658,9415	61,57506	5,5	1,10501	-0,00387	1,47928	10,97997	0,53609	1,38995	1,45066	1,51759	9,46762	0,82031	0,35674	8,75	38,64069	1,24809	-61,17969	0,132	2,84176	1,83924	5,21973	2,04252	611,9242	0,48353	0,52854	
698,45	2,16914	1,50764	0,29143	8,94101	1,599	9,77672	63,69788	0,0001	2140,743	1,46108	648,4412	67,86949	5,5	1,12527	-0,0077	1,91858	10,97997	0,53195	1,41517	1,47796	1,54216	9,77672	0,80357	0,35034	8,75	38,63691	1,27151	-61,19643	0,16435	2,79088	1,84427	5,14252	1,91172	596,0126	0,47132	0,54221	
698,60	2,18405	1,52093	0,28239	8,91811	1,67946	9,21576	63,69171	0,0001	2162,169	1,47484	642,2846	72,0731	5,5	1,19537	-0,00885	1,77462	21,99083	0,52657	1,42945	1,48816	1,55694	9,21576	0,91406	0,33054	8,75	38,63307	1,35114	-61,08594	0,15579	2,70473	2,06321	10,28504	1,88049	607,425	0,4483	0,5353	
698,75	2,19577	1,55097	0,27529	8,91811	1,6855	8,9868	63,68557	0,0001	2143,937	1,49764	635,5116	72,25147	5,5	1,26367	-0,00996	2,33298	22,02172	0,49746	1,45585	1,51203	1,57354	8,9868	0,8125	0,31626	8,75	38,62927	1,42872	-61,1875	0,15244	2,66601	2,60769	10,85643	2,27508	642,3027	0,43533	0,49123	
698,91	2,20792	1,57324	0,26793	8,91811	1,66116	8,94101	63,67943	0,0001	2114,833	1,52185	630,4201	71,28487	5,5	1,15319	-0,01076	1,94914	21,99083	0,4002	1,46287	1,528	1,58624	8,94101	0,73214	0,30076	8,75	38,62546	1,30323	-61,26786	0,15978	2,66646	2,0169	10,62478	1,98321	717,3653	0,45599	0,41591	
699,06	2,20668	1,60911	0,26868	8,89522	1,59719	8,9152	63,67329	0,0001	2199,011	1,53975	621,6776	69,42632	5,5	1,14418	-0,01129	2,17038	22,04488	0,48723	1,49316	1,54928	1,60855	8,9152	0,67969	0,30683	8,75	38,62166	1,293	-61,32031	0,18222	2,7048	2,30172	10,8101	1,88624	634,3825	0,44548	0,4759	
699,21	2,19959	1,59726	0,27298	8,92956	1,66135	8,92137	63,66718	0,0001	2200,683	1,55237	628,0318	69,80338	5,5	1,14843	-0,01139	2,07928	22,02172	0,44586	1,50504	1,5497	1,59228	8,92137	0,625	0,31427	8,75	38,61788	1,29782	-61,375	0,1982	2,7475	2,15484	10,40858	1,86766	651,1332	0,43583	0,46013	
699,36	2,18655	1,69648	0,28088	8,94101	1,77417	8,92131	63,66102	0,0101	2203,82	1,61958	595,6489	69,18163	5,5	1,27446	-0,011	2,11994	22,02172	0,45613	1,58958	1,62809	1,67884	8,92131	0,41964	0,35232	8,75	38,61406	1,43692	-61,58036	0,19926	2,81696	2,17114	10,28504	1,98569	652,7255	0,46398	0,4593	
699,52	2,17554	1,83741	0,28755	8,91811	1,88191	8,89528	63,65484	0,04643	2235,039	1,76183	543,916	66,57584	5,5	1,33086	-0,00954	2,37151	22,02172	0,4919	1,72789	1,78099	1,83852	8,89528	-0,39063	0,40581	8,75	38,61022	1,48813	-62,39063	0,18395	2,89752	2,43106	10,19238	2,31046	636,3573	0,49135	0,48334	
699,67	2,16702	1,99683	0,29271	8,89522	2,20633	8,84943	63,6487	0,058	2265,375	1,92888	501,8533	61,06571	5,5	1,42009	-0,00705	1,94369	22,02172	0,52139	1,91173	1,94104	1,99261	8,84943	-2,61719	0,45697	8,75	38,60642	1,57162	-64,61719	0,15822	2,95998	1,97521	9,92985	2,07009	627,1271	0,47094	0,5017	
699,82	2,15595	2,31277	0,29942	8,68915	2,57379	8,84943	63,64259	0,04291	2303,333	2,25038	424,0441	54,31621	5,5	2,0403	-0,00656	2,88274	22,06805	0,46703	2,18612	2,28811	2,35825	8,84943	-4,77679	0,56782	8,75	38,60264	2,22794	-66,77679	0,14682	2,97652	3,38351	10,94909	3,43607	672,1744	0,40662	0,46814	
699,97	2,14474	2,57098	0,30622	8,48308	2,94642	8,80363	63,63676	0,02663	2358,033	2,40948	387,1797	51,75797	5,5	2,03737	-0,00798	2,81794	22,0526	0,39873	2,30485	2,46843	2,58278	8,80363	-6	0,65263	8,75	38,59915	2,28023	-68	0,14594	2,97999	3,4205	10,02251	3,59222	758,788	0,37375	0,40991	
700,13	2,13666	2,52498	0,31112	8,46019	2,88542	8,87232	63,6312	0,01952	2400,705	2,36876	391,9472	49,36398	5,5	1,97483	-0,01074	3,22976	22,06805	0,39291	2,29163	2,41664	2,55136	8,87232	-6,3125	0,66707	8,75	38,59593	2,21384	-68,3125	0,14325	3,00866	3,3519	10,16149	3,12476	794,4935	0,36825	0,39418	
700,28	2,13716	2,49517	0,31081	8,50598	2,8082	8,82653	63,62568	0,01998	2406,673	2,31602	396,3813	47,83366	5,5	1,97199	-0,01126	3,17851	22,07577	0,38194	2,23236	2,37919	2,52282	8,82653	-6,36719	0,6582	8,75	38,59274	2,18618	-68,36719	0,12662	3,09349	3,36305	10,01479	3,22405	796,4769	0,37279	0,39415	
700,43	2,14775	2,43614	0,30439	8,48308	2,7202	8,89522	63,62009	0,00898	2360,233	2,21794	406,2981	50,32232	5,5	1,90449	-0,01003	3,02346	22,08349	0,40259	2,15252	2,28424	2,46125	8,89522	-5,89286	0,61398	8,75	38,58949	2,15232	-67,89286	0,09043	3,13688	3,0743	10,06884	3,0841	759,3826	0,36979	0,41022	
700,58	2,15922	2,28383	0,29744	8,57467	2,52016	8,94101	63,61453	0,0001	2330,502	2,1127	432,8097	58,1693	5,5	1,76798	-0,00793	3,19015	22,06033	0,41029	2,05402	2,18265	2,31048	8,94101	-5,09375	0,54844	8,75	38,58627	2,00087	-67,09375	0,07066	3,17303	3,16857	10,092	3,24773	747,9559	0,37669	0,41183	
700,74	2,16187	2,31727	0,29584	8,62046	2,47476	8,91811	63,60886	0,00668	2280,427	2,13512	425,6822	62,6468	5,5	1,64885	-0,00782	2,68403	22,06033	0,43724	2,08523	2,20956	2,34917	8,91811	-5,29464	0,55118	8,75	38,58292	1,85982	-67,29464	0,08395	3,21322	2,25482	9,57466	2,6074	726,5886	0,41281	0,41631	
700,89	2,1593	2,44626	0,2974	8,48308	2,55484	8,91811	63,60312	0,03981	2304,794	2,2773	401,8326	61,08773	5,5	1,70842	-0,00947	2,61318	22,0526	0,43873	2,23316	2,34388	2,4886	8,91811	-5,57031	0,59052	8,75	38,57952	1,9036	-67,57031	0,11884	3,28632	2,86995	10,09972	2,84136	718,0793	0,43331	0,42889	
701,04	2,1544	2,66282	0,30036	8,48308	2,70813	8,91811	63,59756	0,04886	2348,422	2,45814	369,3029	57,83761	5,5	1,81821	-0,00717	2,91987	22,0526	0,46364	2,37795	2,53798	2,70781	8,91811	-5,76563	0,65639	8,75	38,5763	1,96729	-67,76563	0,14996	3,3165	2,42345	9,91441	3,0431	722,4752	0,46202	0,43605	
701,19	2,15721	2,68961	0,29881	8,50598	2,73628	8,89522	63,592	0,05189	2426,902	2,4991	365,3422	57,2518	5,5	1,92451	-0,00624	2,93649	22,08349	0,43425	2,3878	2,5709	2,73716	8,89522	-5,55469	0,27677	8,75	38,57308	2,12819	-67,55469	0,14168	3,2703	3,5782	10,20782	3,08137	724,6059	0,46313	0,45312	
701,34	2,16005	2,61352	0,29752	8,48308	2,78397	8,92956	63,58641	0,0251	2483,766	2,42473	376,2766	59,79339	5,5	1,80987	-0,00611	3,15664	22,06805	0,45187	2,34125	2,50273	2,65762	8,92956	-5,16964	0,26873	8,75	38,56983	2,00108	-67,16964	0,13368	3,22473	2,84449	10,01479	3,01203	724,9545	0,43495	0,4665	
701,50	2,16289	2,65952	0,29623	8,50598	2,95102	9,69584	63,58086	0,00719	2536,168	2,43408	369,7727	59,78657	5,5	2,15854	-0,00598	2,43354	22,09893	0,44762	2,34517	2,53237	2,70436	9,57536	-4,22656	0,27346	8,75	38,5666	2,43199	-66,22656	0,12569	3,17915	2,75933	10,51668	3,31939	753,4375	0,38494	0,45541	
701,65	2,16574	2,73945	0,29493	8,57467	3,23205	12,49315	63,57527	0,00068	2511,429	2,46187	360,7018	62,42902	5,5	2,26097	-0,00584	3,55715	22,09893	0,40881	2,35023	2,57937	2,77237	12,13854	-2,5	0,28033	8,75	38,56335	2,55995	-64,5	0,1177	3,13358	4,55767	10,69428	4,271	799,8495	0,3727	0,41469	
701,80	2,16858	2,78189	0,29364	8,66625	3,08647	14,31711	63,56959	0,01399	2482,818	2,4945	361,1884	64,47909	5,5	2,18198	-0,00571	4,32315	22,09893	0,40669	2,35239	2,6364	2,76864	13,80221	-1,29688	0,27996	8,75	38,56001	2,42464	-63,29688	0,10971	3,08801	3,77028	10,04567	3,9165	801,8193	0,37199	0,40701	
701,95	2,17142	2,59321	0,29235	8,60901	2,80836	13,03016	63,56379	0,00507	2426,141	2,32506	391,1272	65,42975	5,5	2,09457	-0,00558	4,43161	20,04501	0,41531	2,23208	2,45086	2,55671	12,67509	-0,71094	0,25853	8,75	38,55655	2,35459	-62,71094	0,10172	3,04243	4,31366	9,13454	3,08288	780,3979	0,41599	0,40971	
702,11	2,17426	2,40026	0,29106	8,62046	2,73465	12,01278	63,55807	0,0001	2443,692	2,22611	423,5067	65,97662	5,5	1,77715	-0,00545	3,82862	13,92186	0,44588	2,14451	2,32848	2,36124	11,88965	-0,41964	0,23876	8,75	38,55316	2,01126	-62,41964	0,09373	2,99686	4,35473	6,50922	4,04733	746,3193	0,39276	0,43967	
702,26	2,17711	2,52145	0,28977	8,57467	2,60143	14,27322	63,55233	0,0001	2394,91	2,26062	409,2926	63,95727	5,5	2,07214	-0,00532	2,84669	25,8207	0,44073	2,12367	2,41046	2,44324	14,24554	-0,29688	0,24705	8,75	38,54976	2,34586	-62,29688	0,08573	2,95129	2,76925	12,25402	2,8399	757,5682	0,41076	0,41955	
702,41	2,17995	2,40979	0,28848	8,48308	2,64566	15,25324	63,54665	0,0001	2395,361	2,18568	421,4926	61,20175	5,5	1,81066	-0,00519	5,54928	11,25795	0,38495	2,00042	2,33046	2,37252	15,24203	-0,26563	0,2399	8,75	38,54642	2,04929	-62,26563	0,07774	2,90571	6,33698	4,98809	2,45592	745,7363	0,37698	0,42857	
702,56	2,18279	2,16056	0,28719	8,46019	2,41384	13,49972	63,5411	0,0001	2351,492	2,00025	465,1452	55,52431	5,5	1,63144	-0,00506	3,47415	10,71281	0,44549	1,86519	2,09923	2,14987	13,49195	-0,48214	0,21739	8,75	38,5432	1,84601	-62,48214	0,06975	2,86014	3,17271	4,70703	2,59332	740,9342	0,39997	0,42195	
702,72	2,18563	2,13757	0,2859	8,40167	2,30761	14,61018	63,53557	0,0001	2348,402	1,93034	475,4475	55,95083	5,5	1,39248	-0,00493	2,09459	12,69415	0,42955	1,82282	2,04342	2,10328	14,60703	-1,38281	0,21268	8,75	38,54	1,50401	-63,38281	0,06176	2,81457	2,3278	5,71391	2,33905	717,3557	0,3913	0,4401	
702,87	2,18039	2,19131	0,28461	8,68915	2,11092	20,59238	63,53012	0,09621	2299,692	1,98575	463,3227	55,1331	5,5	1,45102	-0,00811	1,97385	12,6787	0,44324	1,80653	2,10105	2,15832	20,59013	-1,875	0,21824	8,75	38,53689	1,58677	-63,875	0,04598	2,79555	2,46456	5,7448	2,5105	727,3893	0,41564	0,42036	
703,02	2,18352	2,24118	0,28271	8,64336	2,21722	26,31869	63,52421	0,10748	2304,724	2,00126	449,6416	56,98861	5,5	1,40626	-0,00426	2,71494	12,70959	0,44381	1,80799	2,14232	2,22399	26,31422	-1,91406	0,22488	8,75	38,53331	1,48282	-63,91406	0,02118	2,80671	2,5057	5,7448	2,38325	707,4891	0,41796	0,43784	
703,17	2,18045	2,12656	0,28458	8,59757	2,23126	28,6553	63,5183	0,12422	2268,817	1,92521	472,4774	56,62641	5,5	1,4865	-0,00037	1,85081	12,09187	0,4108	1,71028	2,06218	2,1165	28,64572	-1,86607	0,21401	8,75	38,52974	1,53251	-63,86607	0,02447	2,83491	2,20518	5,49771	2,82678	700,2279	0,4076	0,43516	
703,33	2,17295	2,06464	0,28912	8,57467	2,23149	29,06824	63,51238	0,15222	2243,599	1,81761	494,5037	58,90685	5,5	1,38538	0,02312	1,72401	10,96453	0,44132	1,61137	1,95152	2,02223	29,04452	-1,19531	0,20448	8,75	38,52616	1,44006	-63,19531	0,06054	2,95624	2,35519	5,04986	2,52178	680,16	0,35015	0,44619	
703,48	2,15391	2,02812	0,30066	8,59757	2,00591	29,03045	63,50647	0,17471	2136,008	1,72279	510,1832	60,43722	5,5	1,26618	0,05242	1,86956	10,9182	0,39003	1,50565	1,88372	1,96008	28,98598	-0,78125	0,1982	8,75	38,52258	1,26892	-62,78125	0,12959	3,17465	2,38438	5,0653	2,21704	693,0436	0,35013	0,40775	
703,63	2,11946	1,77781	0,32154	8,68915	1,51729	29,57758	63,50056	0,25335	2008,44	1,54344	569,7659	63,9762	5,5	1,05223	0,0859	1,57884	9,42023	0,39859	1,35683	1,67698	1,75511	29,50233	-0,91406	0,17747	8,75	38,51901	1,06841	-62,91406	0,20987	3,49651	2,30614	4,33948	1,92211	648,0096	0,36152	0,4121	
703,78	2,07515	1,58324	0,3484	9,39894	1,20637	31,08837	63,49464	0,2798	1866,1	1,39211	637,1591	66,13161	5,5	0,7481	0,10386	1,85868	8,98783	0,46606	1,23466	1,48853	1,56947	30,92347	-0,80357	0,1587	8,75	38,51543	0,77322	-62,80357	0,26085	3,83906	1,67717	3,49012	1,44726	579,1873	0,42668	0,43085	
703,94	2,02788	1,54601	0,37704	11,18484	1,04582	33,09244	63,48873	0,31778	1736,815	1,3395	648,7429	68,74372	5,5	0,69901	0,10022	0,90463	8,95694	0,47876	1,19776	1,44533	1,54144	32,4113	-0,60938	0,15587	8,75	38,51186	0,73004	-62,60938	0,26495	4,0956	1,50731	4,29315	1,27795	487,8991	0,44599	0,48258	
704,09	1,99508	1,5596	0,39692	10,5552	0,98354	35,98967	63,48282	0,31109	1657,186	1,3443	637,3497	68,79427	5,5	0,7026	0,08314	0,94706	8,95694	0,53984	1,19043	1,45488	1,569	32,48113	-0,72656	0,15865	8,75	38,50828	0,7284	-62,72656	0,2427	4,21781	1,18599	4,18505	1,27161	454,8144	0,50395	0,50388	
704,24	1,98866	1,53699	0,40082	9,92555	1,07899	40,72496	63,47691	0,20643	1616,998	1,32543	642,5853	66,55932	5,5	0,67935	0,06449	1,3885	8,9415	0,56849	1,17548	1,42452	1,55621	29,27196	-0,77679	0,15736	8,75	38,5047	0,72774	-62,77679	0,22116	4,18964	1,72569	4,18505	1,14936	418,3398	0,55388	0,55243	
704,39	2,01379	1,51752	0,38558	9,51341	1,07765	46,02173	63,471	0,20333	1595,876	1,32001	647,0799	66,53654	5,5	0,85659	0,06072	0,78616	8,9415	0,55247	1,16953	1,41666	1,5454	21,33613	-0,78125	0,15627	8,75	38,50113	0,96544	-62,78125	0,22542	4,08652	1,04188	4,37037	2,13136	402,4424	0,56955	0,5794	
704,55	2,00662	1,52307	0,38993	10,38347	1,15256	49,15811	63,46508	0,21776	1604,301	1,33475	644,3253	62,66474	5,5	0,72532	0,06573	1,83186	8,53998	0,63771	1,16128	1,42805	1,55201	13,50797	-0,91406	0,15693	8,75	38,49755	0,76698	-62,91406	0,23958	4,11301	1,55468	4,13872	1,38504	391,7785	0,5436	0,61059	
704,70	1,96736	1,52985	0,41372	10,05148	0,94254	48,85598	63,45917	0,30179	1596,318	1,33933	644,9761	61,75784	5,5	0,6814	0,07276	0,82209	8,50909	0,56887	1,15554	1,42804	1,55045	10,23537	-0,80357	0,15678	8,75	38,49397	0,7024	-62,80357	0,25247	4,25134	1,13712	4,0924	1,26252	398,4583	0,5483	0,58664	
704,85	1,92831	1,51526	0,43739	10,10872	0,94784	47,14421	63,45326	0,2544	1580,307	1,33759	646,537	63,56813	5,5	0,56886	0,08212	0,8007	8,50909	0,58073	1,158	1,41426	1,5467	10,20919	-0,50781	0,1564	8,75	38,4904	0,62141	-62,50781	0,27422	4,3737	1,0388	4,04607	1,03283	394,4137	0,51787	0,58684	
705,00	1,93582	1,51322	0,43284	9,54776	0,95848	42,59421	63,44735	0,1775	1591,476	1,34385	657,9843	64,61588	5,5	0,7568	0,10333	0,73188	8,50909	0,5801	1,16078	1,41289	1,51979	14,27755	-0,25781	0,15368	8,75	38,48682	0,82747	-62,25781	0,33214	4,462	0,81616	4,15417	1,21739	410,5323	0,50914	0,558	
705,15	1,94231	1,52471	0,4289	8,46019	0,98419	36,44699	63,44143	0,20812	1587,456	1,33958	662,1213	59,72554	5,5	0,71944	0,1321	1,95495	6,34707	0,52882	1,16943	1,41541	1,5103	21,42994	0,00781	0,15272	8,75	38,48325	0,79282	-61,99219	0,41248	4,65512	2,25905	3,11949	1,35773	429,7955	0,54748	0,52959	
705,31	1,92731	1,5348	0,43799	9,19287	0,84991	31,66631	63,43552	0,24212	1597,355	1,35671	660,525	64,96482	5,5	0,56194	0,15935	0,79422	6,3548	0,53836	1,19086	1,43129	1,51395	26,63743	0,22321	0,15309	8,75	38,47967	0,61417	-61,77679	0,48725	4,95954	0,92395	2,99594	1,06256	424,4661	0,54804	0,53714	
705,46	1,91082	1,55174	0,44799	10,17741	0,79495	28,55836	63,42961	0,25666	1600,346	1,38441	651,264	67,6078	5,5	0,55758	0,1713	0,77563	6,34707	0,54328	1,20951	1,46931	1,53548	27,60348	0,10156	0,15526	8,75	38,47609	0,61088	-61,89844	0,52341	5,12135	0,92912	3,04227	1,06786	413,7255	0,53994	0,55171	
705,61	1,94918	1,58454	0,42474	9,97134	0,83248	25,98114	63,4237	0,2831	1615,62	1,41326	645,0482	69,69518	5,5	0,56507	0,17112	0,75919	6,33935	0,55161	1,23342	1,49887	1,55027	25,80838	-0,375	0,15676	8,75	38,47252	0,61794	-62,375	0,50448	5,0243	0,90223	3,04227	1,03371	413,0538	0,50554	0,56247	
705,76	2,00722	1,5342	0,38956	10,04003	0,93198	24,07629	63,41779	0,26885	1650,78	1,38414	667,9787	66,66408	5,5	0,63488	0,14959	0,77211	12,69415	0,56363	1,20029	1,45992	1,49705	23,89706	-0,61607	0,15138	8,75	38,46894	0,66673	-62,61607	0,41356	4,74187	0,91585	6,08454	1,19434	440,8271	0,55005	0,52669	
705,92	2,07515	1,47981	0,34839	9,55921	1,06803	23,04397	63,41187	0,27305	1662,366	1,34709	693,3664	63,64946	5,5	0,74988	0,1217	0,81998	12,72503	0,55422	1,17119	1,41666	1,44224	22,87485	-0,625	0,14583	8,75	38,46536	0,79645	-62,625	0,30738	4,41107	1,07255	6,0691	1,39619	429,3323	0,59035	0,55549	
